"new_id","mig_batch_id","old_id","kind","old_relative_path","new_relative_path","title","migration_status","evidence_level"
"DEC-20260602T000000Z-mig-D20260602B3GATEBLOCKEDLO88061","MIG-20260605T120000Z-mig-BATCH","D20260602-B3-gate-blocked-low-top1-slope-harm-attribution","decision","🔀 决策\D20260602-B3-gate误拦截Top1斜率放松误伤归因完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602B3GATEBLOCKEDLO88061_D20260602-B3-gate误拦截Top1斜率放松误伤归因完成.md","D20260602-B3-gate 误拦截 Top1 斜率放松误伤归因完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M001INPUTINVENT184B9","MIG-20260605T120000Z-mig-BATCH","D20260602-M001-input-inventory","decision","🔀 决策\D20260602-M001-多策略状态归因输入清单审计完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M001INPUTINVENT184B9_D20260602-M001多策略状态归因输入清单审计完成.md","D20260602-M001 多策略状态归因输入清单审计完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M002ETFFAMILYST9075B","MIG-20260605T120000Z-mig-BATCH","D20260602-M002-etf-family-state-attribution","decision","🔀 决策\D20260602-M002-ETF族状态归因首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M002ETFFAMILYST9075B_D20260602-M002ETF族状态归因首轮完成.md","D20260602-M002 ETF族状态归因首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M003NONETFEQUITD2ACA","MIG-20260605T120000Z-mig-BATCH","D20260602-M003-non-etf-equity-discovery","decision","🔀 决策\D20260602-M003-非ETF可比净值候选发现完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M003NONETFEQUITD2ACA_D20260602-M003非ETF可比净值候选发现完成.md","D20260602-M003 非ETF可比净值候选发现完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004NONETFCONFI00E8E","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-non-etf-config-audit-done","decision","🔀 决策\D20260602-M004-非ETF候选配置审计完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004NONETFCONFI00E8E_D20260602-M004非ETF候选配置审计完成.md","D20260602-M004 非ETF候选配置审计完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004NONETFFULLC2EA04","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-non-etf-full-cycle-baseline-prereg","decision","🔀 决策\D20260602-M004-非ETF全周期基准净值补齐进入预注册.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004NONETFFULLC2EA04_D20260602-M004非ETF全周期基准净值补齐进入预注册.md","D20260602-M004 非ETF全周期基准净值补齐进入预注册","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAP2024A2C0","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-2024-smoke-pass-needs-timing-audit","decision","🔀 决策\D20260602-M004-小市值2024Smoke通过需时点审计.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAP2024A2C0_D20260602-M004小市值2024Smoke通过需时点审计.md","D20260602-M004 小市值2024Smoke通过需时点审计","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPFUL77136","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-full-cycle-dry-run-pass","decision","🔀 决策\D20260602-M004-小市值全周期配置DryRun通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPFUL77136_D20260602-M004小市值全周期配置DryRun通过.md","D20260602-M004 小市值全周期配置DryRun通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPTIMDB48C","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-timing-audit-pass-ready-for-split-prereg","decision","🔀 决策\D20260602-M004-小市值时点审计通过进入四段预注册.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPTIMDB48C_D20260602-M004小市值时点审计通过进入四段预注册.md","D20260602-M004 小市值时点审计通过进入四段预注册","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSPL015DC","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-split-backtest-pass","decision","🔀 决策\D20260602-M004-小市值四段长测通过进入状态归因预注册.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSPL015DC_D20260602-M004小市值四段长测通过进入状态归因预注册.md","D20260602-M004 小市值四段长测通过进入状态归因预注册","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSPL9FBD4","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-split-preregistered","decision","🔀 决策\D20260602-M004-小市值四段长测预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSPL9FBD4_D20260602-M004小市值四段长测预注册完成.md","D20260602-M004 小市值四段长测预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSTAFB76F","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-state-attribution-done","decision","🔀 决策\D20260602-M004-小市值状态归因首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSTAFB76F_D20260602-M004小市值状态归因首轮完成.md","D20260602-M004 小市值状态归因首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSTAFB011","MIG-20260605T120000Z-mig-BATCH","D20260602-M004-small-cap-state-attribution-preregistered","decision","🔀 决策\D20260602-M004-小市值状态归因预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M004SMALLCAPSTAFB011_D20260602-M004小市值状态归因预注册完成.md","D20260602-M004 小市值状态归因预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M005SMALLCAPLAB3F545","MIG-20260605T120000Z-mig-BATCH","D20260602-M005-small-cap-label-input-audit-done","decision","🔀 决策\D20260602-M005-小盘专用状态标签输入审计首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M005SMALLCAPLAB3F545_D20260602-M005小盘专用状态标签输入审计首轮完成.md","D20260602-M005 小盘专用状态标签输入审计首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M005SMALLCAPSPE1F743","MIG-20260605T120000Z-mig-BATCH","D20260602-M005-small-cap-specific-state-label-prereg","decision","🔀 决策\D20260602-M005-小盘专用状态标签预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M005SMALLCAPSPE1F743_D20260602-M005小盘专用状态标签预注册完成.md","D20260602-M005 小盘专用状态标签预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M006SMALLCAPSCHED45E","MIG-20260605T120000Z-mig-BATCH","D20260602-M006-small-cap-schema-only-coverage-first-audit","decision","🔀 决策\D20260602-M006-小盘SchemaOnly指标覆盖率审计首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M006SMALLCAPSCHED45E_D20260602-M006小盘SchemaOnly指标覆盖率审计首轮完成.md","D20260602-M006 小盘 SchemaOnly 指标覆盖率审计首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M006SMALLCAPSCH7C4F0","MIG-20260605T120000Z-mig-BATCH","D20260602-M006-small-cap-schema-only-coverage-prereg","decision","🔀 决策\D20260602-M006-小盘SchemaOnly指标覆盖率审计预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M006SMALLCAPSCH7C4F0_D20260602-M006小盘SchemaOnly指标覆盖率审计预注册完成.md","D20260602-M006 小盘 SchemaOnly 指标覆盖率审计预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M007SMALLCAPLAB3815A","MIG-20260605T120000Z-mig-BATCH","D20260602-M007-small-cap-label-panel-attribution-first-run","decision","🔀 决策\D20260602-M007-小盘专用状态标签构造与R039面板归因首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M007SMALLCAPLAB3815A_D20260602-M007小盘专用状态标签构造与R039面板归因首轮完成.md","D20260602-M007 小盘专用状态标签构造与 R039 面板归因首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602M007SMALLCAPLABACB09","MIG-20260605T120000Z-mig-BATCH","D20260602-M007-small-cap-label-panel-attribution-prereg","decision","🔀 决策\D20260602-M007-小盘专用状态标签构造与R039面板归因预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602M007SMALLCAPLABACB09_D20260602-M007小盘专用状态标签构造与R039面板归因预注册完成.md","D20260602-M007 小盘专用状态标签构造与 R039 面板归因预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B2A2SECONDLF0342","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B2-A2-second-level-gate-profit-patch-only","decision","🔀 决策\D20260602-R010B2-A2二级观察门控仅收益修补观察.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B2A2SECONDLF0342_D20260602-R010B2A2二级观察门控仅收益修补观察.md","D20260602-R010B2 A2二级观察门控仅收益修补观察","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B4TIEREDV2L1E7FB","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B4-tiered-v2-live-enabled","decision","🔀 决策\D20260602-R010B4-tiered-v2实盘启用.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B4TIEREDV2L1E7FB_D20260602-R010B4tiered-v2实盘启用.md","D20260602-R010B4 tiered-v2实盘启用","reviewed_readonly_historical_live_enabled","L2_readonly_platform_review"
"DEC-20260602T000000Z-mig-D20260602R010B5R1NONLINEF8DDA","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R1-nonlinear-drawdown-proxy","decision","🔀 决策\D20260602-R010B5R1-非线性组合回撤预算代理审计通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R1NONLINEF8DDA_D20260602-R010B5R1非线性组合回撤预算代理审计通过.md","D20260602-R010B5R1 非线性组合回撤预算代理审计通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R2FOURSEG7D2AC","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R2-four-segment-true-path","decision","🔀 决策\D20260602-R010B5R2-非线性回撤预算四段真实路径验证通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R2FOURSEG7D2AC_D20260602-R010B5R2非线性回撤预算四段真实路径验证通过.md","D20260602-R010B5R2 非线性回撤预算四段真实路径验证通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R2TRUEPATA762D","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R2-true-path-2024-smoke","decision","🔀 决策\D20260602-R010B5R2-非线性回撤预算真实路径2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R2TRUEPATA762D_D20260602-R010B5R2非线性回撤预算真实路径2024Smoke通过.md","D20260602-R010B5R2 非线性回撤预算真实路径2024 Smoke通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3PARTIAL43303","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R3-partial-replacement-boundary","decision","🔀 决策\D20260602-R010B5R3-部分替代边界定义.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3PARTIAL43303_D20260602-R010B5R3部分替代边界定义.md","D20260602-R010B5R3 部分替代边界定义","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI27753","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R3-sensitivity-cost-2024-smoke-pass","decision","🔀 决策\D20260602-R010B5R3-参数敏感性与成本扰动2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI27753_D20260602-R010B5R3参数敏感性与成本扰动2024Smoke通过.md","D20260602-R010B5R3 参数敏感性与成本扰动2024Smoke通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI8D8AD","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R3-sensitivity-cost-prereg","decision","🔀 决策\D20260602-R010B5R3-参数敏感性与成本扰动预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3SENSITI8D8AD_D20260602-R010B5R3参数敏感性与成本扰动预注册完成.md","D20260602-R010B5R3 参数敏感性与成本扰动预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R3FOURSEG046CD","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R3-four-segment-sensitivity-cost-pass","decision","🔀 决策\D20260602-R010B5R3-四段敏感性与成本扰动通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R3FOURSEG046CD_D20260602-R010B5R3四段敏感性与成本扰动通过.md","D20260602-R010B5R3 四段敏感性与成本扰动通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWO5E0B7","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R4-shadow-observation-preregistered","decision","🔀 决策\D20260602-R010B5R4-默认关闭影子观察预注册完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWO5E0B7_D20260602-R010B5R4默认关闭影子观察预注册完成.md","D20260602-R010B5R4 默认关闭影子观察预注册完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4FIELDAU83966","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R4-field-audit-first-pass","decision","🔀 决策\D20260602-R010B5R4-平台字段审计首轮完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4FIELDAU83966_D20260602-R010B5R4平台字段审计首轮完成.md","D20260602-R010B5R4 平台字段审计首轮完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWL49DD5","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5R4-shadow-log-2024-smoke-pass","decision","🔀 决策\D20260602-R010B5R4-影子日志2024Smoke通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5R4SHADOWL49DD5_D20260602-R010B5R4影子日志2024Smoke通过.md","D20260602-R010B5R4 影子日志2024 Smoke通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010B5DRAWDOWNB19A21","MIG-20260605T120000Z-mig-BATCH","D20260602-R010B5-drawdown-budget-proxy","decision","🔀 决策\D20260602-R010B5-组合回撤预算动态缩放代理审计完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010B5DRAWDOWNB19A21_D20260602-R010B5组合回撤预算动态缩放代理审计完成.md","D20260602-R010B5 组合回撤预算动态缩放代理审计完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R010C1A0EXHAUSTA7485","MIG-20260605T120000Z-mig-BATCH","D20260602-R010C1-A0-exhaustion-log-only","decision","🔀 决策\D20260602-R010C1-A0失速预警仅日志层.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R010C1A0EXHAUSTA7485_D20260602-R010C1A0失速预警仅日志层.md","D20260602-R010C1 A0失速预警仅日志层","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R020A2021GAPWAT86395","MIG-20260605T120000Z-mig-BATCH","D20260602-R020A-2021-gap-watch-label-audit","decision","🔀 决策\D20260602-R020A-2021慢性失速只读标签审计完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R020A2021GAPWAT86395_D20260602-R020A2021慢性失速只读标签审计完成.md","D20260602-R020A 2021慢性失速只读标签审计完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R020AWATCHLABEL145E6","MIG-20260605T120000Z-mig-BATCH","D20260602-R020A-watch-label-oos-park","decision","🔀 决策\D20260602-R020A-只读标签外推审计后降为案例标签.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R020AWATCHLABEL145E6_D20260602-R020A只读标签外推审计后降为案例标签.md","D20260602-R020A 只读标签外推审计后降为案例标签","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R020B3COVERAGEGDF624","MIG-20260605T120000Z-mig-BATCH","D20260602-R020-B3-coverage-gap-review","decision","🔀 决策\D20260602-R020-B3覆盖率缺口复盘完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R020B3COVERAGEGDF624_D20260602-R020B3覆盖率缺口复盘完成.md","D20260602-R020 B3 覆盖率缺口复盘完成","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602R020BSINGLELABE2D8E2","MIG-20260605T120000Z-mig-BATCH","D20260602-R020B-single-label-diagnostic-only","decision","🔀 决策\D20260602-R020B-单项标签拆解后仅保留诊断词典.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602R020BSINGLELABE2D8E2_D20260602-R020B单项标签拆解后仅保留诊断词典.md","D20260602-R020B 单项标签拆解后仅保留诊断词典","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R4SHADOWFE1B67","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R4-shadow-four-segment-event-proxy-observe","decision","🔀 决策\D20260603-R010B5R4-四段Shadow审计通过事件代理观察中.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R4SHADOWFE1B67_D20260603-R010B5R4四段Shadow审计通过事件代理观察中.md","D20260603-R010B5R4 四段Shadow审计通过事件代理观察中","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R1FAILU487EB","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R1-failure-attribution-revision-preregistered","decision","🔀 决策\D20260603-R010B5R5R1-失败归因与公式修订预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R1FAILU487EB_D20260603-R010B5R5R1失败归因与公式修订预注册完成.md","D20260603-R010B5R5R1 失败归因与公式修订预注册完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R1SUBSE1008B","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R1-subset-strict-review-observe","decision","🔀 决策\D20260603-R010B5R5R1-窄条件严格复核观察级完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R1SUBSE1008B_D20260603-R010B5R5R1窄条件严格复核观察级完成.md","D20260603-R010B5R5R1 窄条件严格复核观察级完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R2ENVLOF1A70","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R2-env-logging-fields-ready","decision","🔀 决策\D20260603-R010B5R5R2-事件环境字段日志补全完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R2ENVLOF1A70_D20260603R010B5R5R2事件环境字段日志补全完成.md","D20260603 R010B5R5R2 事件环境字段日志补全完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R2NEWSH6982C","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R2-new-shadow-low-median-ret-observe","decision","🔀 决策\D20260603-R010B5R5R2-新样本复核与低MedianRet观察.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R2NEWSH6982C_D20260603R010B5R5R2新样本复核与低MedianRet观察.md","D20260603 R010B5R5R2 新样本复核与低MedianRet观察","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R3LOWME6E2D0","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R3-low-median-ret-strict-review","decision","🔀 决策\D20260603-R010B5R5R3-低MedianRet条件只读复核完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R3LOWME6E2D0_D20260603-R010B5R5R3低MedianRet条件只读复核完成.md","D20260603-R010B5R5R3 低MedianRet条件只读复核完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5R4LOWME395CD","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5R4-low-median-oos-prereg","decision","🔀 决策\D20260603-R010B5R5R4-低MedianRet样本外复核预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5R4LOWME395CD_D20260603-R010B5R5R4低MedianRet样本外复核预注册完成.md","D20260603-R010B5R5R4 低MedianRet样本外复核预注册完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTERFCF13","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5-counterfactual-audit-failed","decision","🔀 决策\D20260603-R010B5R5-严格Counterfactual审计未通过.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTERFCF13_D20260603-R010B5R5严格Counterfactual审计未通过.md","D20260603-R010B5R5 严格Counterfactual审计未通过","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTER8ACDD","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5R5-counterfactual-preregistered","decision","🔀 决策\D20260603-R010B5R5-严格Counterfactual预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5R5COUNTER8ACDD_D20260603-R010B5R5严格Counterfactual预注册完成.md","D20260603-R010B5R5 严格Counterfactual预注册完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S1FORMULAFC5A7","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5S1-formula-component-map","decision","🔀 决策\D20260603-R010B5S1-非线性仓位公式组件映射完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S1FORMULAFC5A7_D20260603-R010B5S1非线性仓位公式组件映射完成.md","D20260603-R010B5S1 非线性仓位公式组件映射完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S2COMPONEAA806","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5S2-component-readonly-audit","decision","🔀 决策\D20260603-R010B5S2-波动率项与资金曲线状态组件级只读审计预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S2COMPONEAA806_D20260603-R010B5S2波动率项与资金曲线状态组件级只读审计预注册完成.md","D20260603-R010B5S2 波动率项与资金曲线状态组件级只读审计预注册完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S3COMPONE981BE","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5S3-component-diagnostics","decision","🔀 决策\D20260603-R010B5S3-波动率状态与资金曲线修复组件诊断预注册完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S3COMPONE981BE_D20260603-R010B5S3波动率状态与资金曲线修复组件诊断预注册完成.md","D20260603-R010B5S3 波动率状态与资金曲线修复组件诊断预注册完成","migrated_unverified","legacy_raw"
"DEC-20260603T000000Z-mig-D20260603R010B5S4FORWARDAB15D","MIG-20260605T120000Z-mig-BATCH","D20260603-R010B5S4-forward-sample-readiness","decision","🔀 决策\D20260603-R010B5S4-前向样本可用性审计完成.md","05_研究决策\DEC-20260603T000000Z-mig-D20260603R010B5S4FORWARDAB15D_D20260603-R010B5S4前向样本可用性审计完成.md","D20260603-R010B5S4 前向样本可用性审计完成","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY001INTR4FEED","MIG-20260605T120000Z-mig-BATCH","D20260604-INTRADAY-001-intraday-head-heavy-execution-model-candidate","decision","🔀 决策\D20260604-INTRADAY-001-日内成交头重脚轻进入执行模型候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY001INTR4FEED_D20260604-INTRADAY-001日内成交头重脚轻进入执行模型候选.md","D20260604-INTRADAY-001 日内成交头重脚轻进入执行模型候选","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY002EXEC42370","MIG-20260605T120000Z-mig-BATCH","D20260604-INTRADAY-002-execution-window-capacity-stability-rule-candidate","decision","🔀 决策\D20260604-INTRADAY-002-执行窗口容量稳定性反事实进入规则候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY002EXEC42370_D20260604-INTRADAY-002执行窗口容量稳定性反事实进入规则候选.md","D20260604-INTRADAY-002 执行窗口容量稳定性反事实进入规则候选","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY003ETFED8483","MIG-20260605T120000Z-mig-BATCH","D20260604-INTRADAY-003-etf-execution-window-size-tier-candidate","decision","🔀 决策\D20260604-INTRADAY-003-ETF专项执行窗口进入订单规模分层候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY003ETFED8483_D20260604-INTRADAY-003ETF专项执行窗口进入订单规模分层候选.md","D20260604-INTRADAY-003 ETF专项执行窗口进入订单规模分层候选","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604INTRADAY004ETFDA093F","MIG-20260605T120000Z-mig-BATCH","D20260604-INTRADAY-004-etf-dual-pool-trade-timing-change-rejected","decision","🔀 决策\D20260604-INTRADAY-004-ETF双池买卖时机调整否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604INTRADAY004ETFDA093F_D20260604-INTRADAY-004ETF双池买卖时机调整否决.md","D20260604-INTRADAY-004 ETF双池买卖时机调整否决","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4R1DEFAULT94761","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4R1-default-off-implementation-audit-pass","decision","🔀 决策\D20260604-R010A4R1-默认关闭实现审计通过.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4R1DEFAULT94761_D20260604-R010A4R1默认关闭实现审计通过.md","D20260604-R010A4R1 默认关闭实现审计通过","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S22024SMO7A618","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S2-2024-smoke-no-trade-edge","decision","🔀 决策\D20260604-R010A4S2-2024Smoke无交易边际.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S22024SMO7A618_D20260604-R010A4S22024Smoke无交易边际.md","D20260604-R010A4S2 2024Smoke无交易边际","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S3SIMPLES1E0EB","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S3-simple-soft-score-no-backtest","decision","🔀 决策\D20260604-R010A4S3-简单软排序候选暂不回测.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S3SIMPLES1E0EB_D20260604-R010A4S3简单软排序候选暂不回测.md","D20260604-R010A4S3 简单软排序候选暂不回测","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S4TOP1FAS08CF8","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S4-top1-fast-weak-promote-s5","decision","🔀 决策\D20260604-R010A4S4-Top1近端衰竭替换候选进入S5.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S4TOP1FAS08CF8_D20260604-R010A4S4Top1近端衰竭替换候选进入S5.md","D20260604-R010A4S4 Top1近端衰竭替换候选进入S5","migrated_unverified","legacy_raw"
